age,height_cm,weight_kg,overall,potential,value,wage_eur,international_reputation,weak_foot,skill_moves,position,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
25,169,71,68,71,975000,5000,1,2,3,LB,3,77,50,58,67,64,62,,,,,,65,41,55,65,40,65,45,47,58,67,75,79,75,70,77,66,80,77,61,55,39,62,55,45,52,63,64,67,63,6,10,10,9,9
25,185,78,68,71,1100000,5000,1,3,3,CM,10,47,62,70,70,51,64,,,,,,69,54,60,72,49,71,61,71,73,74,51,44,61,66,60,74,53,54,68,72,70,50,68,68,51,69,52,49,49,6,14,7,12,12
25,176,67,68,71,1100000,5000,1,3,3,LDM,28,77,64,63,72,64,67,,,,,,59,65,59,69,58,73,54,54,66,69,78,77,77,70,77,66,55,82,63,60,60,63,62,60,63,55,62,68,64,9,10,10,8,12
26,179,79,68,71,1100000,1000,1,3,3,SUB,7,79,65,58,73,25,67,,,,,,58,62,62,62,67,74,72,65,48,72,76,82,78,61,67,75,73,69,68,62,58,21,62,51,56,55,20,22,17,12,11,15,12,16
27,178,71,68,71,975000,2000,1,2,2,SUB,16,70,38,57,61,65,78,,,,,,47,30,61,66,40,57,39,35,61,64,71,70,68,67,69,55,38,93,79,36,69,69,53,60,37,64,68,62,63,7,7,12,16,12
26,189,80,68,71,800000,1000,1,2,1,RES,12,,,,,,,70,67,65,71,64,20,11,17,24,19,12,12,19,17,17,57,54,58,63,37,49,81,35,65,18,24,22,13,49,21,56,12,14,14,70,67,65,64,71
25,180,72,68,71,1100000,2000,1,3,3,LM,19,77,64,65,69,31,60,,,,,,62,65,42,73,57,67,63,45,59,71,78,76,70,61,76,70,60,67,62,60,48,27,62,62,61,55,27,31,36,10,15,9,9,7
25,180,75,68,71,975000,6000,1,4,2,SUB,27,65,56,61,65,67,69,,,,,,68,54,60,65,32,63,59,32,58,66,63,67,66,65,67,66,79,76,67,63,65,69,42,58,39,63,68,70,62,8,7,10,10,15
26,177,70,68,71,975000,3000,1,3,3,LWB,28,59,45,65,66,68,58,,,,,,70,43,58,75,38,65,41,42,71,67,57,61,66,58,73,56,76,69,46,40,70,64,46,48,48,58,70,69,74,15,13,9,9,12
25,188,75,68,71,1100000,2000,1,3,2,ST,31,63,66,51,65,26,68,,,,,,25,67,73,65,68,62,43,25,54,71,62,64,65,62,55,70,79,61,78,66,49,25,65,57,49,60,18,21,24,8,7,15,13,6
26,183,84,68,71,1100000,4000,1,3,2,ST,18,65,69,56,63,36,57,,,,,,56,69,65,61,69,64,47,55,46,66,63,67,58,59,52,75,72,36,75,63,33,20,65,55,66,55,52,28,16,6,16,7,11,15
24,193,78,68,71,1000000,9000,1,2,2,SUB,27,83,42,58,60,65,76,,,,,,63,48,63,62,24,62,37,24,60,61,77,88,59,60,40,47,48,69,82,26,79,66,54,56,31,55,61,69,65,13,13,8,10,8
25,173,68,68,71,975000,3000,1,2,3,SUB,94,73,62,63,72,65,66,,,,,,66,62,44,68,37,70,50,57,56,72,76,71,76,65,85,68,54,67,63,62,73,67,62,63,53,68,65,68,68,13,15,13,12,14
26,175,70,68,71,975000,5000,1,4,3,RB,77,75,52,62,69,64,69,,,,,,67,43,58,65,45,68,65,48,59,69,74,76,71,65,75,63,59,78,65,61,68,65,53,55,58,63,64,65,63,16,8,15,8,9
25,178,71,68,71,1100000,5000,1,3,3,LM,10,72,64,67,70,48,56,,,,,,69,64,46,67,53,70,62,61,66,67,73,71,83,62,72,63,72,49,57,68,58,43,62,69,60,66,54,49,42,12,6,14,14,15
25,173,69,68,71,1100000,7000,1,4,3,SUB,53,77,60,61,69,38,52,,,,,,46,60,39,69,58,66,59,54,64,68,77,77,78,73,91,66,57,60,45,56,58,43,69,62,45,62,28,42,44,7,14,11,10,11
25,181,73,68,71,1100000,4000,1,3,3,LS,9,85,65,63,70,42,60,,,,,,65,63,33,64,61,70,70,65,61,68,88,82,87,49,64,67,47,66,61,68,54,42,67,56,60,69,27,57,48,10,16,15,8,13
26,176,73,68,71,975000,6000,1,3,3,SUB,7,77,58,67,70,61,63,,,,,,71,50,52,64,61,69,71,64,63,68,79,76,82,68,79,62,78,84,56,71,52,69,55,71,56,72,57,63,59,9,13,7,9,11
24,178,77,68,71,1000000,5000,1,2,3,LB,23,62,37,63,68,68,66,,,,,,71,33,59,64,25,68,72,65,58,67,59,64,67,64,74,45,79,64,69,32,60,64,63,55,46,60,68,73,70,11,6,8,14,12
26,182,75,68,71,1000000,7000,1,3,2,CDM,14,64,58,64,63,65,73,,,,,,56,56,59,69,57,60,65,70,64,65,63,64,71,59,65,61,61,86,70,58,69,66,64,62,56,59,65,66,64,7,12,15,11,8
25,180,66,68,71,1100000,4000,1,3,3,SUB,10,73,66,67,69,53,50,,,,,,66,65,59,69,56,68,68,55,68,67,73,73,81,58,70,68,69,61,45,67,43,48,65,65,66,62,59,52,43,13,10,13,15,7
25,190,75,68,71,1000000,5000,1,3,2,SUB,15,52,39,53,57,68,67,,,,,,55,35,69,56,45,56,50,31,54,60,53,51,56,54,56,49,68,50,72,39,75,68,34,49,36,61,67,70,68,8,16,7,8,13
25,165,64,68,71,1100000,4000,1,3,3,RM,8,89,62,61,72,27,45,,,,,,67,64,40,65,57,71,54,48,58,70,90,88,86,49,92,64,47,56,43,56,35,26,66,55,61,60,30,21,26,8,10,7,13,13
26,178,76,68,71,975000,8000,1,3,3,RM,7,84,58,63,67,60,72,,,,,,67,56,41,64,60,66,72,72,52,64,82,85,79,62,79,66,79,90,61,56,77,58,64,60,50,57,62,64,63,10,13,15,16,10
26,173,72,68,71,975000,8000,1,3,3,RES,20,71,52,62,65,65,67,,,,,,69,52,62,65,41,65,58,45,56,68,70,72,51,61,77,54,65,71,65,50,69,63,61,57,46,57,59,70,72,11,15,9,15,14
27,185,77,68,71,775000,1000,1,2,1,SUB,16,,,,,,,70,65,68,69,65,16,15,18,24,19,21,12,21,24,23,36,40,30,65,29,51,45,25,55,17,20,10,6,31,26,45,10,15,12,70,65,68,65,69
25,177,75,68,71,975000,4000,1,3,3,RB,20,92,36,61,73,61,66,,,,,,68,32,42,64,29,71,63,22,61,72,91,92,93,62,71,41,71,73,63,35,65,60,64,57,36,59,65,64,62,8,10,8,6,10
24,190,80,68,71,1000000,6000,1,2,2,RES,19,52,32,47,53,66,75,,,,,,60,24,68,55,27,47,28,35,43,60,53,51,54,63,60,46,59,68,80,27,75,63,47,30,48,59,62,70,67,13,7,12,7,15
25,178,68,68,71,1100000,9000,1,3,3,RES,29,75,64,64,70,39,52,,,,,,67,65,38,66,54,71,65,58,63,70,74,76,73,61,71,64,60,58,47,67,55,30,64,60,57,63,47,37,35,8,14,11,14,6
25,167,67,68,71,975000,3000,1,3,3,LB,12,82,60,62,69,63,64,,,,,,65,58,46,65,49,67,66,42,59,67,81,82,82,65,88,67,87,80,49,62,74,63,61,61,50,57,64,66,63,9,8,5,11,8
26,176,70,68,71,1100000,5000,1,3,3,LCM,8,60,49,67,67,66,67,,,,,,63,42,49,72,45,63,57,54,68,70,66,55,72,63,77,52,52,75,63,56,72,74,66,65,51,59,64,68,67,15,11,6,6,15
25,180,72,68,71,1100000,2000,1,3,3,RM,8,76,57,63,66,56,64,,,,,,71,64,37,63,42,67,50,31,65,65,79,74,64,62,65,56,45,73,72,50,36,62,60,64,45,60,60,54,59,12,5,6,13,7
27,187,73,68,71,975000,4000,1,2,2,RCB,92,79,27,33,44,68,76,,,,,,23,19,64,41,26,36,28,22,30,54,79,79,44,55,52,48,63,63,81,22,81,62,28,34,32,49,70,70,70,13,12,11,8,7
26,192,78,68,71,1000000,4000,1,3,2,SUB,18,54,39,55,49,64,78,,,,,,65,27,61,61,42,42,49,47,59,58,55,53,44,65,50,64,71,66,89,43,69,65,38,34,38,61,62,68,63,13,6,13,5,12
26,186,82,68,71,1100000,7000,1,3,3,SUB,29,79,65,63,70,34,71,,,,,,62,66,64,64,59,72,63,50,60,68,78,80,72,61,72,72,66,72,78,64,52,23,60,67,51,64,34,35,27,11,9,7,12,5
26,174,66,68,71,975000,4000,1,3,2,LB,22,82,54,62,65,60,69,,,,,,64,44,44,64,31,62,62,59,51,65,84,80,74,65,74,72,54,84,69,64,52,62,58,63,53,54,53,68,66,8,11,10,11,7
26,172,70,68,71,975000,5000,1,2,2,SUB,3,85,42,58,66,62,63,,,,,,63,25,39,64,24,61,67,38,41,66,87,84,85,65,87,70,73,84,56,57,53,64,57,56,34,61,65,64,64,9,11,6,14,10
24,192,90,68,71,1000000,3000,1,3,2,RCB,23,45,30,40,42,67,76,,,,,,25,25,69,54,35,34,26,23,42,52,42,47,45,59,35,43,55,64,88,27,67,63,28,35,34,55,69,68,65,7,6,8,5,9
25,178,66,68,71,1100000,8000,1,3,3,CF,18,69,63,65,70,33,58,,,,,,58,65,44,69,53,72,61,68,64,70,70,69,64,64,69,62,57,63,60,64,48,30,62,65,55,58,28,34,37,10,10,13,5,6
25,184,80,68,71,1100000,8000,1,3,3,SUB,13,74,68,45,64,37,73,,,,,,40,72,70,52,66,63,50,38,38,67,73,74,64,64,62,68,83,73,75,63,63,26,64,44,61,67,38,36,28,11,10,14,12,12
25,170,68,68,71,1100000,6000,1,3,3,RM,30,61,68,65,68,33,55,,,,,,66,74,66,65,57,68,63,55,63,69,63,60,65,66,63,62,62,67,57,66,31,29,69,68,64,65,32,26,30,9,6,8,13,13
25,185,82,68,71,1000000,4000,1,2,2,RCB,4,57,26,40,50,67,70,,,,,,25,23,68,64,27,43,20,24,26,57,55,58,52,62,53,39,81,61,72,18,71,65,28,32,37,49,67,69,64,12,10,9,5,14
26,187,82,68,71,1000000,5000,1,3,2,SUB,3,60,23,43,50,67,68,,,,,,26,17,67,66,29,43,20,20,47,59,58,62,50,62,56,31,71,65,68,22,70,66,28,30,37,36,67,68,65,7,10,14,7,7
29,189,85,68,70,750000,2000,1,3,1,SUB,35,,,,,,,65,66,65,66,70,8,20,12,12,13,13,14,13,11,23,51,48,48,73,51,49,70,33,67,16,24,24,15,26,14,58,23,14,14,65,66,65,70,66
27,185,67,68,70,950000,3000,1,3,2,RCB,20,61,52,62,63,65,73,,,,,,60,47,67,68,59,56,53,51,67,70,55,65,73,68,60,62,80,75,73,48,67,69,58,57,60,65,61,66,67,10,10,15,11,6
27,186,87,68,70,950000,3000,1,2,2,SUB,4,75,48,45,54,66,79,,,,,,53,43,68,46,52,49,49,42,41,53,71,79,72,60,61,66,82,75,85,43,70,68,43,40,48,56,62,66,70,11,8,16,9,8
26,186,83,68,70,1100000,5000,1,3,3,LCM,10,68,68,65,68,61,78,,,,,,59,65,54,68,65,69,62,66,64,68,67,68,62,64,68,74,65,81,79,69,75,62,62,69,70,70,62,62,57,14,7,13,6,12
27,190,80,68,70,950000,1000,1,3,2,LCB,33,66,44,43,52,65,77,,,,,,37,30,67,55,33,51,31,35,46,54,62,69,51,63,49,79,78,72,82,47,68,68,25,31,42,66,64,64,65,11,8,10,14,7
26,174,70,68,70,950000,4000,1,3,2,LB,3,77,34,56,66,64,65,,,,,,63,25,51,60,34,61,55,42,51,66,76,78,83,66,79,52,73,79,61,30,56,67,48,51,44,54,63,65,67,7,15,14,9,16
27,185,82,68,70,950000,6000,1,3,3,SUB,18,79,65,65,67,65,78,,,,,,61,58,60,68,67,66,55,55,68,64,77,81,78,67,69,80,80,85,80,67,63,63,61,65,53,65,65,66,66,10,14,9,8,13
27,170,68,68,70,950000,2000,1,2,3,SUB,14,69,55,64,67,63,70,,,,,,53,48,54,70,53,64,69,59,70,68,70,69,77,66,70,69,75,76,65,59,73,67,55,62,50,67,57,68,65,13,7,13,14,6
26,185,73,68,70,1100000,5000,1,3,3,RS,17,71,65,53,66,44,75,,,,,,45,69,64,57,56,64,49,47,42,64,71,71,74,70,73,66,56,80,71,55,83,38,75,63,62,65,50,38,33,14,7,15,14,10
27,183,73,68,70,950000,3000,1,4,2,SUB,2,54,56,58,58,66,77,,,,,,46,52,67,69,50,54,54,51,64,61,64,46,66,63,67,67,80,80,74,58,80,64,47,51,59,62,63,68,67,16,8,11,14,15
29,188,86,68,70,750000,3000,1,2,1,GK,1,,,,,,,70,64,71,71,66,13,9,14,36,10,13,12,19,34,17,39,39,44,63,47,53,59,40,65,13,34,15,12,52,20,47,19,16,12,70,64,71,66,71
27,178,71,68,70,950000,7000,1,2,3,CDM,4,70,61,63,65,64,72,,,,,,55,57,42,65,58,63,59,56,66,66,69,71,73,54,71,68,38,82,66,64,82,67,59,67,54,59,68,65,62,8,13,11,13,15
26,182,72,68,70,1100000,3000,2,4,3,SUB,27,76,69,70,68,43,61,,,,,,73,68,54,71,63,68,78,69,68,69,77,76,71,64,69,70,67,61,67,70,46,48,67,66,71,64,49,34,32,10,11,14,7,15
26,184,70,68,70,950000,6000,1,3,2,SUB,15,56,26,45,46,68,70,,,,,,31,22,64,56,33,39,27,25,51,55,52,60,47,67,44,35,83,65,73,23,63,70,28,44,36,48,68,67,70,6,11,16,11,12
26,190,88,68,70,950000,4000,1,2,2,CB,6,70,31,42,44,64,79,,,,,,30,24,73,56,26,38,23,22,46,50,71,70,44,63,48,50,84,68,85,29,74,66,23,35,37,60,60,64,64,14,13,15,8,8
25,180,76,68,70,1100000,5000,1,3,3,ST,10,75,70,63,65,27,65,,,,,,58,66,60,63,61,63,61,67,59,64,72,78,74,65,75,77,73,66,72,77,43,27,62,68,66,65,22,24,19,10,11,6,13,6
24,175,66,68,70,1100000,3000,1,2,3,LDM,8,69,55,62,67,64,69,,,,,,49,53,58,72,46,65,59,39,65,67,71,68,78,65,76,66,66,87,59,53,72,63,62,63,43,65,65,66,62,9,7,13,11,15
27,194,86,68,70,950000,2000,1,2,2,LCB,4,41,28,37,37,68,75,,,,,,18,26,70,45,25,31,34,31,45,46,49,34,34,56,35,36,73,55,88,19,67,64,25,39,50,65,70,68,66,7,13,14,6,11
28,186,85,68,70,900000,6000,1,3,2,SUB,4,70,30,48,52,67,74,,,,,,46,22,73,55,23,48,25,29,49,52,64,74,58,63,59,56,73,70,79,24,69,60,32,46,35,73,67,71,65,6,16,14,15,7
25,182,66,68,70,1100000,24000,1,2,3,RES,27,78,65,64,69,30,63,,,,,,67,65,57,64,64,66,67,68,52,68,77,78,85,75,66,64,68,79,56,68,57,21,71,68,60,64,25,32,30,8,8,7,12,6
26,170,69,68,70,1100000,3000,1,4,4,SUB,40,73,60,63,72,40,64,,,,,,57,55,62,67,62,72,60,58,62,70,75,71,78,64,80,61,80,69,61,66,59,35,65,65,61,67,50,31,27,15,9,9,11,13
27,178,73,68,70,950000,5000,1,3,3,LDM,8,69,52,60,63,67,74,,,,,,61,44,55,66,43,61,45,58,59,62,73,65,72,62,78,71,73,87,66,53,80,63,44,51,59,58,68,71,72,12,14,8,12,8
28,179,77,68,70,900000,2000,1,4,2,SUB,14,54,51,59,59,67,73,,,,,,54,50,71,69,57,58,55,42,68,64,70,41,55,56,52,52,80,75,74,50,66,66,55,45,41,62,67,67,65,8,12,11,13,15
27,184,80,68,70,950000,3000,1,3,2,LCB,24,65,44,53,58,66,67,,,,,,43,40,66,63,42,55,49,50,55,60,63,67,65,62,62,58,79,47,76,40,68,64,31,46,62,70,66,67,64,11,9,9,14,7
26,175,74,68,70,950000,6000,1,3,3,LB,3,74,35,58,64,67,73,,,,,,63,35,55,61,33,62,41,33,62,64,75,74,67,64,76,32,79,72,71,28,76,68,53,54,52,67,67,69,70,7,9,8,8,10
27,192,95,68,70,950000,5000,1,4,2,RCB,3,67,42,48,49,63,84,,,,,,22,36,70,61,26,43,28,29,62,53,64,69,57,59,58,54,67,73,92,48,83,63,28,51,46,65,56,65,66,14,15,11,15,13
26,168,65,68,70,1100000,6000,1,3,3,CAM,8,81,69,58,70,20,65,,,,,,50,67,48,64,68,68,42,33,58,68,80,82,80,66,90,73,87,86,55,70,60,17,66,64,66,68,20,14,18,14,12,11,14,12
25,192,85,68,70,1100000,9000,1,3,2,ST,11,70,63,53,62,28,71,,,,,,32,70,66,64,55,61,60,33,36,65,65,74,65,67,33,59,38,70,88,56,38,18,69,69,55,68,33,21,17,6,12,10,12,9
25,175,72,68,70,1100000,3000,1,3,3,SUB,14,75,64,68,68,43,64,,,,,,69,61,67,70,68,68,74,68,63,66,76,75,74,63,73,67,73,64,63,68,66,46,64,65,66,69,37,42,35,10,14,9,12,8
26,178,70,68,70,1100000,7000,1,3,2,LS,10,74,69,53,64,32,69,,,,,,46,71,64,58,64,61,62,59,36,65,75,73,74,68,72,71,75,77,60,64,79,33,71,59,72,71,22,32,25,11,7,13,15,11
26,180,75,68,70,1100000,2000,1,3,3,SUB,33,74,61,66,66,63,74,,,,,,69,54,64,69,62,64,62,62,65,67,67,80,74,63,72,68,65,90,73,67,60,67,64,62,62,64,62,62,64,10,6,6,12,14
25,173,75,68,70,1100000,16000,1,4,3,RES,93,72,65,63,71,22,53,,,,,,66,66,33,65,60,71,60,39,61,70,71,72,77,65,73,65,41,54,64,67,26,16,68,66,56,64,25,22,17,6,10,10,8,14
26,187,83,68,70,950000,6000,1,3,2,LB,6,69,38,60,64,66,71,,,,,,64,31,67,69,23,63,36,40,62,66,68,70,61,67,59,52,60,72,76,35,60,69,53,48,48,60,63,68,64,14,13,8,10,7
28,190,80,68,70,900000,2000,1,3,2,RCB,22,39,23,35,35,67,76,,,,,,27,16,69,48,22,28,28,22,23,42,37,41,34,61,37,37,67,57,90,18,69,63,30,34,36,55,66,71,67,9,11,12,12,10
26,183,79,68,70,1100000,4000,1,2,3,SUB,14,77,63,47,66,38,74,,,,,,44,68,71,59,52,67,39,39,24,66,74,80,67,64,62,66,84,75,76,53,65,19,62,52,61,61,40,39,34,15,10,8,10,11
26,172,65,68,70,1100000,1000,1,3,3,SUB,10,62,63,62,71,34,53,,,,,,47,66,41,69,44,71,49,44,58,75,58,65,60,48,82,59,55,42,61,65,45,31,64,75,60,63,27,37,45,12,14,6,13,9
26,181,78,68,70,950000,3000,1,3,2,RB,4,65,42,51,57,66,70,,,,,,49,40,64,57,38,57,48,39,48,49,67,64,65,68,68,52,85,68,68,37,74,67,41,47,51,56,63,69,70,11,11,12,9,16
28,183,84,68,70,775000,4000,1,3,1,SUB,1,,,,,,,67,68,62,71,67,11,15,12,29,13,18,19,12,25,15,37,44,33,60,65,47,67,36,65,12,15,24,14,62,21,68,18,12,14,67,68,62,67,71
25,190,80,68,70,1100000,3000,1,3,3,SUB,9,91,61,49,63,29,78,,,,,,43,60,67,56,57,62,50,50,43,64,91,91,66,63,60,75,91,65,85,52,75,15,66,46,55,62,40,18,16,9,11,8,11,8
26,188,79,68,70,950000,3000,1,3,2,SUB,4,61,32,57,60,66,74,,,,,,59,24,68,61,35,61,54,34,61,62,61,61,53,64,50,52,77,69,78,24,70,65,50,52,35,64,66,67,63,9,12,8,5,14
26,178,74,68,70,1100000,8000,1,3,3,LS,14,82,66,43,68,22,65,,,,,,28,72,60,48,58,68,50,32,28,65,80,84,76,62,70,66,71,69,68,56,52,10,68,59,65,58,28,12,15,8,15,9,13,11
26,185,72,68,70,950000,6000,1,3,3,RB,25,76,47,62,68,63,64,,,,,,65,53,58,67,42,69,41,54,60,66,78,75,70,71,72,44,62,72,61,38,61,60,58,57,42,66,61,67,65,15,14,15,8,15
25,187,75,68,70,1100000,6000,1,3,3,LM,7,90,58,59,68,50,60,,,,,,62,57,51,65,52,70,54,42,52,66,89,91,69,62,60,63,37,70,69,58,32,55,65,54,52,49,52,49,39,14,12,6,8,14
28,188,86,68,70,900000,1000,1,3,2,SUB,31,65,25,34,42,68,69,,,,,,21,22,75,53,21,34,29,23,21,51,62,67,46,59,49,32,66,58,76,22,67,66,26,25,32,61,62,71,70,13,11,6,10,15
24,188,80,68,70,975000,4000,1,3,2,SUB,6,55,41,54,50,66,76,,,,,,59,35,67,60,35,50,56,58,53,56,55,55,36,62,38,62,67,60,80,34,87,62,34,38,42,58,67,68,61,6,10,13,13,15
27,175,73,68,70,950000,5000,1,2,2,RES,37,74,51,58,70,60,71,,,,,,42,48,44,71,31,68,33,31,64,73,72,75,70,72,73,59,60,75,70,58,71,59,59,61,35,70,59,66,62,12,12,5,14,5
25,175,75,68,70,1100000,4000,1,3,3,LDM,67,65,65,60,75,42,58,,,,,,45,69,40,72,49,74,50,59,68,74,69,62,83,65,76,66,52,77,54,65,48,48,59,52,56,55,37,44,40,9,8,6,8,15
29,193,76,68,69,725000,6000,1,2,1,SUB,13,,,,,,,65,68,70,71,65,14,13,15,12,13,14,13,11,21,23,50,45,54,62,52,53,57,25,62,15,28,23,14,69,11,63,17,11,12,65,68,70,65,71
30,185,80,68,69,700000,5000,1,4,1,GK,1,,,,,,,69,62,66,69,68,18,14,16,37,17,16,17,9,36,33,38,43,46,63,35,50,68,26,61,18,24,15,14,43,29,38,16,10,9,69,62,66,68,69
30,192,89,68,69,700000,8000,1,2,1,SUB,13,,,,,,,72,62,60,73,65,19,12,13,22,11,12,11,10,20,23,41,48,44,66,43,45,58,39,79,13,33,23,13,32,21,55,20,13,12,72,62,60,65,73
28,188,79,68,69,750000,14000,1,3,1,RES,23,,,,,,,68,66,71,68,67,11,15,28,53,12,12,19,15,45,36,34,36,36,60,44,53,56,29,55,12,39,11,13,40,24,52,10,18,14,68,66,71,67,68
29,185,70,68,69,850000,4000,1,4,2,LCB,4,67,29,54,58,66,76,,,,,,55,28,66,59,13,52,59,12,55,60,72,63,77,64,64,42,82,81,77,22,66,65,23,52,40,61,63,70,68,15,10,6,10,10
29,189,82,68,69,850000,2000,1,3,2,RCB,3,47,43,51,38,66,74,,,,,,29,26,66,61,37,24,34,62,61,55,42,51,32,60,56,78,79,60,82,52,68,67,35,47,32,59,65,68,65,12,8,9,10,10
28,187,82,68,69,750000,2000,1,2,1,GK,1,,,,,,,70,64,64,69,68,15,15,16,30,14,16,13,13,33,22,31,30,28,63,42,48,55,35,60,12,23,15,8,47,23,56,22,13,18,70,64,64,68,69
28,185,81,68,69,875000,2000,1,3,2,SUB,13,70,36,55,53,66,75,,,,,,44,32,64,64,34,46,59,64,62,58,68,71,65,61,68,54,75,72,79,27,68,65,41,44,33,67,63,69,67,6,13,10,6,14
27,179,77,68,69,1000000,7000,1,3,3,CAM,9,68,68,68,72,29,68,,,,,,62,65,53,67,71,71,75,78,68,73,71,66,71,70,78,73,62,68,73,72,55,25,62,69,71,78,35,22,20,6,12,9,16,13
28,194,85,68,69,0,0,1,2,1,,,,,,,,,67,63,62,75,70,13,20,10,32,16,17,14,14,33,21,53,43,65,60,55,47,75,35,65,16,45,22,11,13,33,56,17,15,14,67,63,62,70,75
29,189,84,68,69,725000,1000,1,2,1,SUB,1,,,,,,,68,67,64,69,67,13,9,16,17,9,10,10,20,21,15,52,46,39,67,22,48,54,28,66,8,31,25,14,20,22,52,18,11,12,68,67,64,67,69
26,175,68,68,69,1100000,12000,1,3,3,LW,7,83,56,59,74,27,58,,,,,,63,59,29,67,50,73,40,35,54,71,85,81,86,59,87,57,75,67,61,54,33,29,59,55,40,53,25,26,28,7,14,9,14,10
27,197,86,68,69,1000000,7000,1,4,2,ST,9,56,68,40,59,36,79,,,,,,28,68,76,52,63,59,32,29,41,63,53,58,58,62,34,79,69,72,92,60,60,20,67,35,65,63,29,42,31,14,14,9,6,6
29,186,76,68,69,850000,4000,1,3,2,SUB,2,51,33,53,55,65,78,,,,,,53,26,61,60,13,49,40,52,55,61,44,57,55,59,67,60,74,71,81,22,78,63,40,45,51,66,67,67,65,7,13,14,6,14
26,181,71,68,69,1100000,3000,1,4,4,RW,11,83,61,61,70,39,64,,,,,,65,63,53,60,57,69,61,64,50,70,81,85,80,62,63,60,58,67,63,58,64,43,69,66,53,68,42,32,28,15,6,12,12,10
27,173,67,68,69,900000,17000,1,3,3,SUB,16,72,59,65,65,62,74,,,,,,64,57,54,71,43,63,54,58,68,65,70,74,75,61,78,59,70,86,68,67,77,59,54,59,63,65,60,68,67,10,10,7,12,7
26,179,75,68,69,1100000,7000,1,3,3,SUB,11,82,60,62,68,45,67,,,,,,65,62,51,64,49,68,56,59,59,67,79,84,79,60,67,62,62,79,67,58,52,55,59,58,58,49,39,45,34,12,7,16,16,16
28,193,93,68,69,750000,2000,2,2,1,GK,30,,,,,,,67,67,61,71,66,12,10,11,26,13,10,18,13,21,16,39,37,32,65,17,46,57,34,72,14,24,23,14,12,20,64,12,11,11,67,67,61,66,71
28,187,83,68,69,750000,3000,1,2,1,GK,1,,,,,,,73,64,70,71,62,11,13,11,12,10,20,17,13,14,14,47,48,40,64,46,53,61,30,72,16,15,17,14,20,14,49,9,15,17,73,64,70,62,71
27,195,94,68,69,925000,6000,1,3,2,SUB,13,48,62,66,59,64,81,,,,,,65,56,70,68,46,62,58,62,67,67,39,56,34,63,36,78,39,75,89,68,81,64,58,65,55,71,65,62,57,6,14,15,12,11
26,189,78,68,69,1100000,3000,1,3,3,SUB,9,71,67,63,70,41,62,,,,,,66,66,57,62,66,71,69,59,54,71,70,72,76,60,54,69,54,53,68,67,61,46,69,66,66,70,40,32,43,15,13,9,9,14
27,178,79,68,69,900000,12000,1,3,3,SUB,18,69,56,61,65,65,67,,,,,,71,58,57,65,49,64,45,36,59,65,68,69,74,64,62,58,77,76,63,56,62,56,53,57,30,65,68,69,66,15,14,11,11,14
26,186,75,68,69,1100000,7000,1,3,3,ST,11,70,66,57,67,31,64,,,,,,56,68,59,63,66,66,58,57,48,67,68,71,69,69,63,68,52,76,64,58,53,32,73,53,58,58,24,27,30,14,15,8,14,13
25,173,70,68,69,1100000,6000,1,4,3,RM,22,92,65,54,73,30,74,,,,,,61,59,59,58,67,73,65,52,44,71,92,92,79,66,80,77,68,70,77,70,74,22,65,46,52,67,32,26,23,6,9,14,9,10
26,169,67,68,69,1100000,1000,1,3,3,RES,13,77,65,61,73,24,54,,,,,,67,68,54,63,58,72,61,43,57,72,77,77,79,64,84,64,77,60,55,67,40,18,65,58,48,67,30,16,14,9,14,6,12,8
26,190,91,68,69,925000,2000,1,3,2,SUB,5,45,40,44,40,67,76,,,,,,32,30,68,55,37,31,30,29,50,51,35,54,41,67,41,64,50,55,90,39,72,64,36,38,47,61,67,68,65,8,7,15,8,11
26,183,71,68,69,1100000,8000,2,4,3,RM,12,91,56,58,74,26,47,,,,,,65,58,35,59,51,74,61,48,48,71,90,92,86,67,71,64,58,40,55,41,32,25,66,60,62,57,22,28,21,14,14,12,14,14
26,185,79,68,69,1100000,4000,1,3,3,LM,11,76,60,66,66,59,62,,,,,,72,59,62,63,64,67,67,68,65,64,75,77,67,64,60,60,50,77,64,63,43,54,56,67,63,62,58,62,63,10,14,7,13,11
27,180,77,68,69,1000000,9000,1,2,3,SUB,25,70,66,55,66,32,62,,,,,,57,67,63,61,65,67,54,44,50,64,68,71,68,67,55,69,71,57,72,62,42,32,67,49,56,70,30,26,24,11,15,16,7,13
26,182,78,68,69,1000000,18000,1,3,2,RES,18,74,59,64,66,57,79,,,,,,59,51,59,71,58,61,48,58,67,71,75,74,76,67,73,71,80,90,78,65,67,66,55,60,57,67,38,65,69,9,13,7,7,8
